customer_id,idade,renda,plano,tempo_cliente,qtd_chamados,atraso_pagamento,churn
766,58,9145,basic,2,3,0,0
767,49,6015,basic,54,4,0,0
768,42,6277,premium,49,8,1,1
769,25,8104,basic,25,6,0,1
770,37,9129,premium,46,9,0,1
771,51,6302,premium,4,0,1,1
772,69,4883,premium,19,8,0,1
773,18,7321,basic,7,0,0,0
774,55,2314,basic,38,3,0,0
775,62,8403,basic,51,4,0,0
776,67,14237,basic,36,2,0,0
777,40,7173,premium,42,9,0,1
778,24,3408,basic,9,8,1,1
779,32,11192,premium,56,5,0,0
780,62,3649,basic,12,4,0,0
781,63,4517,enterprise,32,7,0,1
782,51,3905,enterprise,41,7,0,1
783,24,13487,basic,51,4,0,0
784,24,14756,premium,56,8,0,1
785,42,9405,basic,36,1,0,0
786,48,10029,premium,35,2,0,0
787,19,10390,premium,25,0,1,1
788,53,9933,premium,34,1,0,0
789,46,9073,premium,40,1,0,0
790,18,14827,basic,39,6,0,1
791,22,11530,premium,35,8,0,1
792,41,3149,premium,26,5,1,1
793,55,7095,basic,12,4,1,1
794,60,14668,basic,4,2,0,0
795,40,7247,premium,25,1,0,0
796,33,4652,premium,24,5,0,0
797,68,13290,basic,36,1,0,0
798,41,10099,enterprise,54,7,0,1
799,34,9313,premium,42,4,0,0
800,41,7461,basic,48,3,1,1
801,18,3616,basic,35,0,0,0
802,33,6991,premium,55,2,0,0
803,44,7687,premium,56,0,0,0
804,65,14106,basic,10,7,1,1
805,56,5994,basic,38,4,0,0
806,58,3939,premium,30,7,0,1
807,46,7557,premium,58,5,0,0
808,23,14961,premium,35,9,0,1
809,38,8268,basic,1,7,0,1
810,69,6928,premium,13,1,0,0
811,20,10669,basic,8,1,0,0
812,63,10434,basic,12,8,0,1
813,53,5890,premium,6,2,0,0
814,32,14582,premium,47,7,1,1
815,58,9708,basic,30,6,0,1
816,61,2748,premium,40,7,0,1
817,20,7298,basic,59,2,0,0
818,23,13997,basic,39,3,0,0
819,52,7113,basic,29,5,0,0
820,69,9381,basic,16,0,0,0
821,19,9964,premium,45,3,0,0
822,52,11157,premium,30,5,0,0
823,25,13340,premium,45,2,0,0
824,51,3939,basic,2,2,0,0
825,50,8717,basic,10,9,0,1
826,22,8934,basic,8,2,0,0
827,53,3981,premium,41,9,0,1
828,64,10755,basic,31,9,1,1
829,62,3535,basic,19,6,0,1
830,19,7931,premium,19,1,0,0
831,30,6293,premium,36,2,0,0
832,30,4014,basic,57,9,0,1
833,41,12690,basic,59,0,1,1
834,25,5173,premium,28,5,0,0
835,62,5318,basic,40,5,0,0
836,58,13107,basic,5,8,0,1
837,60,13405,premium,56,8,0,1
838,28,2448,basic,2,2,1,1
839,18,5612,basic,21,5,1,1
840,65,11215,basic,43,6,0,1
841,33,12115,basic,58,9,0,1
842,52,14992,basic,11,5,0,0
843,65,9210,basic,39,1,0,0
844,19,2097,basic,12,9,0,1
845,18,13357,basic,3,5,1,1
846,18,4093,premium,26,1,0,0
847,26,3570,enterprise,35,1,0,0
848,20,10763,basic,16,2,0,0
849,60,9849,basic,58,7,1,1
850,49,2779,premium,37,9,1,1
851,68,4200,enterprise,26,4,0,0
852,59,9667,premium,29,0,0,0
853,68,5319,basic,28,8,0,1
854,30,10892,basic,7,6,0,1
855,32,7352,basic,36,5,1,1
856,62,9645,premium,47,0,1,1
857,30,8174,basic,25,9,0,1
858,20,6747,basic,26,0,0,0
859,52,6451,basic,54,6,0,1
860,59,11064,basic,37,5,1,1
861,68,8687,premium,18,5,0,0
862,66,9725,basic,1,5,1,1
863,24,9505,premium,49,3,0,0
864,58,4699,premium,37,5,1,1
865,61,13871,premium,37,3,0,0
866,54,9320,basic,17,4,0,0
867,60,11334,premium,11,6,0,1
868,61,13464,premium,30,7,0,1
869,41,14021,basic,45,1,0,0
870,20,10668,basic,18,9,1,1
871,41,12232,premium,32,0,0,0
872,28,8133,basic,59,2,1,1
873,23,11591,basic,13,3,0,0
874,24,6180,basic,14,3,0,0
875,54,11253,basic,14,3,1,1
876,44,3116,basic,54,3,0,0
877,46,13885,premium,32,4,1,1
878,56,5180,basic,55,7,1,1
879,46,10535,premium,56,8,0,1
880,50,2145,basic,25,3,0,0
881,22,4024,basic,4,2,0,0
882,62,14826,basic,18,6,0,1
883,41,12833,premium,33,0,0,0
884,26,4892,enterprise,23,4,0,0
885,60,3701,basic,1,2,0,0
886,56,12593,basic,59,6,0,1
887,20,14872,basic,18,0,1,1
888,28,4192,basic,37,8,0,1
889,18,10631,premium,56,2,1,1
890,32,5686,basic,33,5,0,0
891,23,11677,enterprise,41,5,0,0
892,54,7437,basic,3,4,0,0
893,45,3629,basic,42,4,0,0
894,68,6217,premium,51,2,0,0
895,56,9002,basic,55,7,0,1
896,49,12378,premium,5,5,0,0
897,44,2273,basic,14,2,0,0
898,20,14450,premium,3,2,0,0
899,21,10444,basic,55,4,0,0
900,50,13378,basic,17,8,0,1
901,18,14090,premium,32,9,0,1
902,20,3996,basic,29,3,0,0
903,29,3218,basic,41,3,0,0
904,63,12096,premium,53,1,1,1
905,41,4442,basic,20,5,0,0
906,54,3923,premium,47,2,0,0
907,39,8090,premium,18,8,0,1
908,27,13873,premium,12,5,0,0
909,37,12342,basic,7,2,0,0
910,22,8732,basic,22,9,0,1
911,58,4553,enterprise,34,8,1,1
912,27,6372,basic,47,3,0,0
913,37,10950,basic,51,1,0,0
914,68,4041,basic,32,2,0,0
915,48,8817,basic,25,3,1,1
916,41,2153,basic,11,4,0,0
917,46,6226,premium,54,8,0,1
918,58,5223,premium,24,9,0,1
919,31,10854,premium,46,7,0,1
920,51,13882,basic,37,8,1,1
921,63,3904,basic,55,1,0,0
922,47,12364,basic,58,1,0,0
923,41,10526,premium,42,9,0,1
924,25,14607,basic,40,6,0,1
925,30,13849,basic,9,2,0,0
926,67,3309,basic,1,7,1,1
927,46,11661,premium,33,1,0,0
928,33,9698,premium,42,7,0,1
929,39,3470,premium,45,8,0,1
930,48,5342,basic,15,4,0,0
931,45,14050,enterprise,30,6,0,1
932,54,9058,basic,51,7,0,1
933,31,6400,basic,6,8,0,1
934,51,6165,basic,23,5,1,1
935,41,12892,basic,56,2,0,0
936,66,5685,basic,12,2,0,0
937,26,4065,basic,19,3,1,1
938,25,9459,basic,28,0,0,0
939,42,14902,premium,41,6,0,1
940,44,4383,premium,16,3,0,0
941,53,5319,premium,47,7,0,1
942,39,8098,basic,14,0,0,0
943,65,4597,basic,22,3,0,0
944,42,10460,premium,34,3,0,0
945,24,5297,basic,1,0,0,0
946,24,3666,basic,46,8,0,1
947,68,5396,basic,40,5,0,0
948,24,14097,premium,50,8,0,1
949,67,14153,basic,17,8,0,1
950,32,8574,premium,24,0,0,0
951,22,7205,basic,54,8,0,1
952,33,12653,basic,4,0,0,0
953,49,4525,basic,29,8,0,1
954,40,10500,basic,29,6,0,1
955,58,10840,basic,27,8,0,1
956,49,11230,premium,26,4,1,1
957,38,4833,basic,45,1,0,0
958,51,11309,basic,12,1,0,0
959,68,9955,premium,53,1,0,0
960,39,13376,basic,53,8,0,1
961,25,4267,basic,11,5,0,0
962,39,9976,basic,58,2,0,0
963,61,12785,basic,16,1,0,0
964,29,5616,basic,4,0,1,1
965,67,11669,premium,24,2,0,0
966,48,3293,basic,47,7,0,1
967,49,11335,premium,50,8,0,1
968,34,9881,basic,39,6,0,1
969,65,4503,premium,48,9,0,1
970,19,2862,premium,16,3,0,0
971,33,11691,basic,52,3,0,0
972,39,5136,basic,38,6,0,1
973,42,8466,basic,8,1,0,0
974,42,2789,enterprise,8,9,0,1
975,25,14525,enterprise,16,7,0,1
976,29,9135,basic,5,0,0,0
977,22,14110,premium,17,1,0,0
978,47,4084,basic,59,6,1,1
979,36,4675,basic,15,7,0,1
980,47,9935,premium,38,2,1,1
981,48,9858,basic,58,7,0,1
982,54,12281,basic,15,4,0,0
983,46,14064,premium,42,6,0,1
984,51,12684,basic,27,4,0,0
985,48,3822,premium,17,4,0,0
986,51,6024,basic,57,3,0,0
987,50,13879,basic,39,1,0,0
988,34,9136,basic,26,1,0,0
989,30,13271,enterprise,48,1,0,0
990,58,9319,basic,54,8,0,1
991,35,2646,basic,47,4,0,0
992,46,8147,premium,52,3,1,1
993,28,12720,enterprise,19,8,0,1
994,40,10516,enterprise,21,8,0,1
995,45,3726,basic,14,2,0,0
996,50,4731,basic,42,3,0,0
997,45,13106,basic,48,4,1,1
998,36,14730,premium,39,8,0,1
999,68,11787,premium,36,6,0,1
1000,44,3275,premium,46,5,0,0
1001,60,10049,basic,11,2,0,0
1002,56,12779,basic,22,3,0,0
1003,47,10322,basic,42,0,0,0
1004,64,9723,basic,4,7,0,1
1005,24,8075,basic,54,9,0,1
1006,65,5183,basic,11,7,1,1
1007,62,5649,premium,47,3,0,0
1008,44,11693,premium,37,4,0,0
1009,56,2907,premium,51,9,0,1
1010,45,3098,premium,46,4,0,0
1011,31,7156,premium,31,8,0,1
1012,59,12067,premium,45,5,0,0
1013,30,10541,basic,21,4,0,0
1014,34,9669,premium,35,5,0,0
1015,45,8943,basic,54,2,0,0
1016,61,3439,basic,6,4,0,0
1017,37,6313,basic,21,3,0,0
1018,43,3033,premium,2,7,0,1
1019,20,11856,premium,32,6,0,1
1020,24,11760,enterprise,47,3,1,1
1021,20,5355,enterprise,3,8,0,1
1022,21,5808,premium,33,4,0,0
1023,63,6126,basic,25,9,1,1
1024,61,13560,premium,47,6,0,1
1025,60,8350,premium,13,8,1,1
1026,20,11906,premium,10,9,1,1
1027,22,7834,basic,6,3,0,0
1028,32,11076,basic,25,2,1,1
1029,47,8868,enterprise,29,8,0,1
1030,35,5621,basic,55,2,0,0
1031,43,13391,basic,28,7,1,1
1032,26,11216,basic,11,1,0,0
1033,56,12001,basic,42,8,0,1
1034,34,14325,basic,4,6,0,1
1035,21,5234,enterprise,21,5,0,0
1036,56,3190,premium,39,4,1,1
1037,64,9569,enterprise,15,6,0,1
1038,18,6240,basic,36,3,0,0
1039,40,7665,basic,27,3,0,0
1040,61,5050,basic,57,2,0,0
1041,54,7180,basic,17,1,1,1
1042,62,7112,basic,54,8,0,1
1043,39,6557,premium,37,7,0,1
1044,37,11650,enterprise,45,4,0,0
1045,54,9704,basic,10,8,0,1
1046,25,8165,basic,2,6,0,1
1047,30,3465,basic,44,5,0,0
1048,49,9419,basic,29,1,0,0
1049,52,4275,basic,19,5,1,1
1050,24,6084,basic,53,1,0,0
1051,44,7393,basic,20,6,0,1
1052,36,3836,basic,26,0,0,0
1053,44,7063,premium,43,5,1,1
1054,67,5470,basic,57,3,0,0
1055,21,13046,basic,54,1,0,0
1056,69,13175,basic,39,4,1,1
1057,41,2059,basic,7,2,1,1
1058,58,9831,basic,7,2,0,0
1059,40,10327,premium,41,8,0,1
1060,34,6913,premium,31,3,0,0
1061,58,8098,premium,8,4,0,0
1062,53,12268,basic,42,0,0,0
1063,25,6913,basic,56,3,0,0
1064,54,2837,basic,4,3,0,0
1065,57,6842,basic,49,7,0,1
1066,38,5300,premium,21,1,1,1
1067,66,6975,basic,24,9,0,1
1068,51,4991,basic,43,1,0,0
1069,35,3948,basic,15,6,0,1
1070,18,14809,basic,10,0,0,0
1071,53,3675,enterprise,57,8,0,1
1072,28,11179,basic,21,6,0,1
1073,57,11328,basic,11,8,0,1
1074,45,10031,basic,41,9,0,1
1075,42,13848,premium,13,8,0,1
1076,26,2064,basic,46,6,0,1
1077,54,5921,premium,5,8,0,1
1078,26,4396,basic,31,0,0,0
1079,39,9500,basic,24,6,0,1
1080,61,10262,premium,57,9,0,1
1081,65,13672,basic,31,3,0,0
1082,69,6936,basic,55,9,0,1
1083,67,5066,basic,15,5,0,0
1084,46,14015,basic,28,4,1,1
1085,28,10748,basic,49,3,0,0
1086,61,11941,premium,10,1,0,0
1087,59,7784,basic,55,8,0,1
1088,69,7815,basic,46,7,0,1
1089,51,7057,basic,40,4,0,0
1090,25,11743,premium,15,9,0,1
1091,44,4738,basic,49,1,0,0
1092,41,14680,basic,50,7,1,1
1093,61,4287,premium,18,4,0,0
1094,38,7992,premium,35,6,0,1
1095,35,6089,enterprise,4,0,1,1
1096,22,10352,basic,24,6,0,1
1097,61,10848,basic,9,6,0,1
1098,57,13942,basic,33,9,0,1
1099,20,12259,premium,33,3,0,0
1100,40,5232,basic,32,0,1,1
1101,42,4686,basic,40,0,0,0
1102,42,13525,basic,55,1,0,0
1103,65,8342,premium,12,2,0,0
1104,25,3268,premium,13,8,0,1
1105,33,12724,basic,13,1,0,0
1106,27,10429,enterprise,55,1,0,0
1107,30,2332,enterprise,6,0,0,0
1108,65,12176,basic,2,3,0,0
1109,66,9895,basic,10,6,1,1
1110,20,9989,premium,46,2,1,1
1111,50,13244,basic,35,4,0,0
1112,30,8441,basic,55,2,0,0
1113,28,7996,basic,13,8,0,1
1114,33,10025,enterprise,24,0,1,1
1115,28,4571,basic,33,2,0,0
1116,43,3971,premium,5,5,0,0
1117,69,12969,basic,55,8,0,1
1118,48,4802,basic,48,4,1,1
1119,55,8556,premium,9,0,1,1
1120,43,5508,basic,50,5,0,0
1121,18,4995,basic,27,2,0,0
1122,22,9771,basic,20,3,1,1
1123,31,12430,premium,56,9,0,1
1124,30,7744,basic,31,9,0,1
1125,61,3803,basic,14,2,0,0
1126,61,5178,basic,48,5,0,0
1127,62,4139,basic,43,5,1,1
1128,51,13476,basic,12,9,0,1
1129,46,6153,basic,40,9,0,1
1130,51,6860,basic,38,3,0,0
1131,39,2923,basic,17,0,0,0
1132,52,7798,premium,26,0,1,1
1133,59,13881,premium,50,0,0,0
1134,57,7326,basic,11,7,0,1
1135,49,10466,basic,43,7,0,1
1136,21,4365,basic,50,8,0,1
1137,55,3858,enterprise,56,1,1,1
1138,37,11511,basic,20,0,0,0
1139,56,2854,basic,16,1,0,0
1140,46,7829,basic,56,6,1,1
1141,63,6117,basic,28,0,0,0
1142,35,2211,basic,34,6,0,1
1143,66,8905,basic,31,8,0,1
1144,61,14532,premium,31,1,1,1
1145,35,2898,premium,37,7,0,1
1146,43,12604,premium,25,5,0,0
1147,45,9009,premium,24,9,0,1
1148,57,11406,basic,24,2,0,0
1149,53,3255,enterprise,39,2,0,0
1150,62,13298,premium,49,0,0,0
1151,37,2148,premium,33,7,0,1
1152,44,13788,premium,40,8,0,1
1153,40,10551,basic,25,0,0,0
1154,65,6387,basic,46,4,0,0
1155,33,2092,basic,24,7,0,1
1156,48,9942,basic,25,7,0,1
1157,24,3136,basic,4,9,0,1
1158,62,9914,basic,16,7,1,1
1159,37,12050,basic,44,9,1,1
1160,35,5474,enterprise,6,9,1,1
1161,48,5103,premium,14,9,0,1
1162,43,4885,basic,46,4,0,0
1163,62,4922,basic,52,4,0,0
1164,45,3480,basic,25,4,0,0
1165,44,5246,premium,25,9,0,1
1166,23,10571,premium,31,2,0,0
1167,19,5932,premium,46,7,0,1
1168,38,12151,basic,28,6,0,1
1169,69,12650,basic,11,0,0,0
1170,65,11892,premium,26,4,1,1
1171,50,9013,enterprise,16,1,0,0
1172,50,6111,basic,41,7,0,1
1173,38,14088,basic,9,4,0,0
1174,27,4668,basic,36,3,0,0
1175,18,8038,basic,8,0,1,1
1176,35,7896,enterprise,58,1,0,0
1177,34,11692,premium,38,7,0,1
1178,27,9108,basic,9,8,0,1
1179,31,12393,basic,57,2,0,0
1180,19,13948,basic,34,8,1,1
1181,49,7078,basic,36,5,1,1
1182,66,13372,basic,4,3,0,0
1183,53,4205,premium,12,4,0,0
1184,41,13908,premium,48,6,0,1
1185,39,4313,basic,28,9,0,1
1186,33,13053,premium,37,4,0,0
1187,25,7073,premium,59,3,0,0
1188,49,14539,basic,26,7,0,1
1189,47,3679,premium,23,5,1,1
1190,18,8051,premium,48,3,0,0
1191,39,13724,premium,4,4,0,0
1192,32,2617,basic,27,5,0,0
1193,26,5445,basic,51,1,1,1
1194,54,3086,basic,14,0,0,0
1195,45,6176,basic,18,6,0,1
1196,50,7073,basic,28,1,0,0
1197,55,10045,premium,5,5,0,0
1198,69,5349,basic,5,7,0,1
1199,59,4062,basic,15,2,0,0
1200,50,4209,enterprise,53,3,0,0
1201,63,14199,basic,14,9,0,1
1202,42,14391,basic,44,0,0,0
1203,69,4878,basic,26,7,0,1
1204,57,4540,basic,45,1,0,0
1205,51,2704,basic,20,9,0,1
1206,64,14471,premium,52,4,0,0
1207,44,11179,basic,22,0,1,1
1208,55,11890,basic,47,7,0,1
1209,32,5777,basic,50,1,0,0
1210,68,10332,premium,26,3,0,0
1211,50,2777,basic,40,5,0,0
1212,58,10788,premium,7,7,0,1
1213,41,9535,basic,30,4,0,0
1214,63,6309,basic,23,8,0,1
1215,21,11236,basic,57,4,0,0
1216,23,10403,basic,56,3,0,0
1217,44,7706,basic,47,3,0,0
1218,56,4426,premium,56,8,0,1
1219,60,2306,basic,58,6,0,1
1220,40,14190,basic,46,1,0,0
1221,51,5657,basic,36,7,0,1
1222,46,5923,basic,13,4,0,0
1223,67,10853,basic,49,3,0,0
1224,52,5317,basic,12,0,0,0
1225,39,6884,basic,11,9,0,1
1226,68,11245,basic,52,0,0,0
1227,23,9739,basic,7,9,1,1
1228,69,10533,basic,9,0,1,1
1229,26,2060,basic,31,5,0,0
1230,32,7866,basic,35,1,1,1
1231,60,8178,enterprise,3,4,0,0
1232,56,10221,basic,23,8,1,1
1233,68,3968,premium,14,5,0,0
1234,56,4073,basic,18,5,0,0
1235,51,11911,basic,11,1,1,1
1236,36,10753,basic,40,9,0,1
1237,18,12545,basic,28,3,0,0
1238,24,5517,premium,57,5,0,0
1239,33,14968,premium,1,8,0,1
1240,20,5546,basic,46,6,1,1
1241,44,10462,premium,54,7,0,1
1242,58,4108,basic,29,1,1,1
1243,68,13940,basic,42,4,1,1
1244,43,6320,premium,27,5,0,0
1245,63,12432,basic,36,1,0,0
1246,69,6306,basic,54,3,0,0
1247,62,12281,enterprise,32,8,0,1
1248,42,7904,enterprise,35,9,0,1
1249,34,2812,premium,59,8,0,1
1250,68,4475,basic,30,9,0,1
1251,30,10884,premium,11,9,0,1
1252,39,4509,basic,41,1,0,0
1253,21,5579,basic,41,8,0,1
1254,59,9042,basic,14,6,0,1
1255,51,5289,enterprise,43,8,0,1
1256,22,3675,enterprise,4,6,0,1
1257,29,10115,premium,19,1,0,0
1258,46,10955,basic,51,5,0,0
1259,46,11529,basic,37,7,0,1
1260,59,14271,basic,36,1,0,0
1261,31,3618,premium,37,5,0,0
1262,66,7548,basic,10,6,1,1
1263,41,5041,basic,57,4,1,1
1264,60,13714,premium,18,7,0,1
1265,30,9017,basic,47,1,1,1
1266,19,3278,premium,59,3,0,0
1267,20,10997,basic,15,9,0,1
1268,37,2558,premium,38,5,0,0
1269,67,5564,basic,3,1,0,0
1270,20,11377,basic,38,1,0,0
1271,37,8578,basic,27,5,1,1
1272,23,11893,basic,5,9,1,1
1273,66,9425,basic,40,0,0,0
1274,53,12959,basic,58,1,0,0
1275,57,9313,basic,5,3,0,0
1276,55,2738,premium,53,2,0,0
1277,52,2926,basic,50,1,0,0
1278,58,12099,premium,33,2,1,1
1279,18,2501,premium,54,6,0,1
1280,63,6895,basic,19,8,0,1
1281,56,2209,premium,43,3,1,1
1282,56,5943,basic,42,7,0,1
1283,38,9736,basic,35,8,0,1
1284,59,4249,basic,50,0,0,0
1285,37,8059,premium,52,8,0,1
1286,20,14948,basic,47,1,0,0
1287,65,2916,basic,35,6,0,1
1288,30,2827,enterprise,58,7,0,1
1289,23,5526,basic,33,8,0,1
1290,50,12751,premium,38,4,0,0
1291,30,7275,premium,12,6,0,1
1292,62,10313,enterprise,19,0,0,0
1293,41,2440,enterprise,54,4,0,0
1294,18,11556,enterprise,30,9,0,1
1295,67,2876,basic,31,1,0,0
1296,44,11252,premium,49,1,0,0
1297,31,3922,premium,20,7,0,1
1298,53,13159,premium,16,5,1,1
1299,45,5849,basic,1,4,0,0
1300,19,4389,enterprise,14,2,0,0
1301,57,6377,basic,31,1,0,0
1302,38,2010,basic,43,7,0,1
1303,54,4146,basic,20,3,0,0
1304,64,9780,basic,27,7,0,1
1305,49,5910,premium,14,4,1,1
1306,52,6600,basic,49,3,0,0
1307,31,12493,premium,31,2,0,0
1308,30,3609,premium,9,6,0,1
1309,39,7146,basic,36,2,1,1
1310,62,4419,premium,20,9,1,1
1311,45,8277,basic,52,4,0,0
1312,36,6312,premium,16,8,0,1
1313,58,2600,enterprise,52,4,1,1
1314,62,2913,basic,42,4,1,1
1315,64,13080,premium,8,4,0,0
1316,33,2739,basic,45,4,1,1
1317,54,12175,basic,43,4,0,0
1318,48,13908,premium,27,8,0,1
1319,41,8055,basic,10,7,0,1
1320,38,6057,premium,29,0,0,0
1321,23,12092,basic,36,0,0,0
1322,32,14768,basic,8,0,0,0
1323,46,3565,premium,21,6,0,1
1324,64,14536,basic,42,2,0,0
1325,63,14268,basic,33,3,0,0
1326,27,3853,basic,59,8,0,1
1327,53,2711,premium,13,1,0,0
1328,22,11294,basic,46,1,0,0
1329,53,3009,basic,26,0,0,0
1330,35,9810,basic,14,2,0,0
1331,41,2841,basic,57,0,0,0
1332,55,10978,enterprise,37,6,0,1
1333,40,5012,basic,32,7,1,1
1334,59,3250,basic,18,1,0,0
1335,45,2865,premium,53,5,0,0
1336,69,4451,basic,2,3,0,0
1337,51,9029,basic,7,0,0,0
1338,33,2996,basic,11,4,1,1
1339,58,12429,basic,39,6,0,1
1340,39,9853,premium,7,2,0,0
1341,45,5864,premium,48,7,0,1
1342,25,14825,enterprise,12,9,0,1
1343,24,10561,premium,40,0,0,0
1344,47,10735,basic,47,1,0,0
1345,27,4261,basic,52,2,0,0
1346,69,11239,premium,18,8,0,1
1347,62,9269,enterprise,5,1,0,0
1348,54,14799,premium,45,4,0,0
1349,56,8213,basic,27,5,1,1
1350,48,10814,premium,56,1,0,0
1351,21,6434,premium,12,0,0,0
1352,38,2522,enterprise,34,1,0,0
1353,43,3662,premium,8,0,0,0
1354,65,13271,basic,29,5,1,1
1355,29,11595,basic,1,9,0,1
1356,43,6740,basic,45,3,0,0
1357,35,11071,basic,36,2,0,0
1358,24,2056,enterprise,6,2,0,0
1359,23,2483,basic,30,9,0,1
1360,36,8594,basic,26,9,1,1
1361,22,10124,basic,40,6,0,1
1362,21,14181,premium,30,4,0,0
1363,36,11875,basic,28,1,1,1
1364,28,5345,basic,50,9,0,1
1365,46,12596,premium,31,0,0,0
1366,18,8389,basic,49,1,0,0
1367,33,12738,basic,53,6,0,1
1368,41,4259,basic,51,1,0,0
1369,68,2340,basic,57,1,0,0
1370,50,2750,premium,42,5,0,0
1371,63,14881,premium,34,0,0,0
1372,35,3047,basic,32,2,0,0
1373,41,14211,enterprise,13,6,1,1
1374,39,11451,premium,49,1,0,0
1375,64,3898,basic,41,7,0,1
1376,67,13232,basic,52,0,0,0
1377,68,3874,basic,42,6,0,1
1378,57,3862,premium,29,0,0,0
1379,44,9481,basic,18,7,0,1
1380,46,5748,basic,59,7,0,1
1381,68,5780,premium,44,7,1,1
1382,32,4535,premium,52,2,0,0
1383,36,9899,premium,35,2,1,1
1384,64,2349,premium,31,9,0,1
1385,38,5185,basic,3,7,0,1
1386,30,9194,premium,5,1,0,0
1387,47,8325,basic,42,0,0,0
1388,34,11098,basic,14,3,0,0
1389,64,4811,enterprise,5,6,0,1
1390,65,10422,basic,46,3,0,0
1391,33,11879,basic,37,8,0,1
1392,45,7044,premium,7,5,1,1
1393,69,5338,basic,30,9,0,1
1394,56,9215,basic,28,8,1,1
1395,29,9525,premium,1,4,0,0
1396,48,3223,premium,36,8,0,1
1397,50,9346,premium,24,4,0,0
1398,51,4005,basic,52,0,0,0
1399,19,9394,basic,7,3,0,0
1400,33,14113,premium,50,4,0,0
1401,62,8981,basic,1,9,1,1
1402,30,11899,basic,46,8,0,1
1403,33,6026,basic,47,1,0,0
1404,34,13995,basic,25,0,0,0
1405,27,12565,basic,17,5,0,0
1406,26,13916,premium,9,5,0,0
1407,36,11640,enterprise,21,7,0,1
1408,63,10442,basic,40,2,0,0
1409,18,8825,premium,43,8,0,1
1410,32,14067,basic,11,4,0,0
1411,21,13026,basic,1,3,0,0
1412,47,7417,premium,34,4,0,0
1413,31,3113,basic,35,9,0,1
1414,59,2047,enterprise,58,3,1,1
1415,48,5035,basic,45,5,0,0
1416,58,2813,basic,33,8,0,1
1417,51,4749,basic,35,0,0,0
1418,40,3423,basic,39,5,0,0
1419,62,14753,premium,27,7,0,1
1420,42,3239,premium,40,9,0,1
1421,67,10149,basic,12,0,1,1
1422,69,6572,basic,49,7,0,1
1423,48,4264,premium,51,8,0,1
1424,53,11116,premium,26,3,0,0
1425,31,14617,basic,27,7,0,1
1426,60,12278,basic,30,4,0,0
1427,52,14678,basic,49,6,0,1
1428,64,9672,basic,11,3,0,0
1429,31,10756,basic,21,1,0,0
1430,58,3903,basic,37,8,0,1
1431,42,13081,basic,41,2,0,0
1432,27,11722,basic,18,1,0,0
1433,26,5302,basic,7,8,0,1
1434,47,6612,enterprise,30,9,1,1
1435,34,9941,basic,38,6,0,1
1436,23,2168,basic,46,5,0,0
1437,40,12632,basic,1,3,0,0
1438,51,5647,basic,2,6,1,1
1439,34,2974,premium,23,6,0,1
1440,67,6297,basic,34,5,0,0
1441,58,12864,basic,1,6,0,1
1442,44,5565,enterprise,11,5,1,1
1443,66,9009,premium,25,8,0,1
1444,40,12554,premium,17,6,0,1
1445,25,2438,basic,42,3,0,0
1446,19,11879,basic,3,6,0,1
1447,66,5753,premium,53,2,0,0
1448,67,11042,basic,10,2,0,0
1449,56,4445,premium,26,8,0,1
1450,23,3807,premium,59,5,0,0
1451,33,12247,basic,40,0,0,0
1452,20,12501,basic,59,3,0,0
1453,20,14757,basic,2,9,0,1
1454,30,10803,basic,43,6,0,1
1455,47,8056,premium,5,8,0,1
1456,21,4532,premium,37,5,0,0
1457,69,5837,basic,20,0,0,0
1458,41,10425,premium,46,1,1,1
1459,31,6499,basic,8,0,1,1
1460,44,8285,premium,53,7,0,1
1461,59,4184,basic,29,7,0,1
1462,34,7711,premium,31,4,1,1
1463,20,5093,premium,34,7,0,1
1464,20,3457,basic,3,5,0,0
1465,62,3715,basic,19,7,0,1
1466,23,8737,premium,42,6,0,1
1467,51,6763,basic,57,4,0,0
1468,37,3299,premium,59,6,1,1
1469,58,8685,enterprise,32,3,0,0
1470,21,4135,premium,16,7,0,1
1471,64,2200,basic,29,9,0,1
1472,54,3723,premium,28,2,0,0
1473,41,7830,enterprise,24,6,0,1
1474,28,14403,basic,22,1,1,1
1475,68,5141,basic,52,3,0,0
1476,33,5703,basic,24,6,0,1
1477,43,5154,premium,2,2,0,0
1478,38,6617,basic,43,2,0,0
1479,29,11325,basic,40,3,0,0
1480,39,6187,basic,23,1,0,0
1481,25,10548,premium,38,6,0,1
1482,18,13677,basic,56,1,0,0
1483,33,14300,premium,55,3,0,0
1484,23,9318,premium,47,3,0,0
1485,39,11272,enterprise,35,9,1,1
1486,62,13949,premium,2,9,1,1
1487,26,12226,basic,31,0,0,0
1488,18,5899,premium,49,1,1,1
1489,23,3716,basic,50,7,0,1
1490,44,3492,enterprise,46,2,0,0
1491,32,13466,basic,59,6,0,1
1492,43,9230,premium,31,9,0,1
1493,19,5852,premium,7,1,0,0
1494,35,6491,basic,30,9,0,1
1495,39,5661,premium,19,0,0,0
1496,40,12424,basic,50,2,0,0
1497,46,9961,basic,46,5,0,0
1498,58,13432,basic,26,8,0,1
1499,42,5923,basic,23,5,1,1
1500,61,8143,basic,10,1,0,0
1501,45,3582,enterprise,3,2,0,0
1502,31,14627,basic,19,7,0,1
1503,29,8654,basic,15,5,0,0
1504,34,9189,premium,16,0,0,0
1505,49,7377,premium,59,5,0,0
